id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,fico_range_low,fico_range_high,total_pymnt,total_rec_prncp,recoveries
1003632,30000,30000, 60 months,15.67%,724.29,C,C5,3 years,RENT,125037.0,Not Verified,Aug-2016,Charged Off,house,OH,25.53,705,709,11225.16,8980.13,166.76
1003633,5000,5000, 36 months,11.64%,165.21,B,B3,1 year,RENT,126629.0,Verified,Sep-2018,Charged Off,car,MI,10.99,705,709,1716.22,1372.97,15.51
1003634,5000,5000, 60 months,6.75%,98.42,A,A2,< 1 year,OWN,15000.0,Verified,Feb-2018,Charged Off,small_business,NC,5.92,705,709,2135.19,1708.15,32.27
1003635,30000,30000, 60 months,22.06%,829.59,E,E2,7 years,MORTGAGE,29771.0,Source Verified,Oct-2017,Fully Paid,home_improvement,CA,5.97,720,724,47797.18,30000.0,0.0
1003636,8000,8000, 36 months,29.51%,337.47,F,F1,10+ years,OWN,15000.0,Not Verified,May-2017,Fully Paid,home_improvement,NJ,4.35,740,744,11601.36,8000.0,0.0
1003637,35000,35000, 60 months,18.21%,892.77,D,D5,n/a,RENT,51808.0,Not Verified,Jun-2016,Fully Paid,medical,OH,12.39,690,694,51677.76,35000.0,0.0
1003638,10000,10000, 36 months,11.99%,332.1,B,B4,5 years,MORTGAGE,66089.0,Not Verified,Oct-2017,Late (31-120 days),debt_consolidation,NY,29.6,780,784,1804.11,1509.01,0.0
1003639,35000,35000, 36 months,11.09%,1147.35,B,B2,1 year,MORTGAGE,67321.0,Verified,Nov-2017,Fully Paid,car,NJ,15.57,690,694,40678.81,35000.0,0.0
1003640,30000,30000, 36 months,5.74%,909.13,A,A1,2 years,MORTGAGE,67732.0,Not Verified,Nov-2016,Fully Paid,credit_card,MI,28.15,740,744,31499.82,30000.0,0.0
1003641,12000,12000, 60 months,13.37%,275.32,B,B1,10+ years,MORTGAGE,82951.0,Not Verified,Oct-2017,Charged Off,credit_card,VA,33.12,760,764,5387.75,4310.2,844.73
1003642,5000,5000, 36 months,11.17%,164.1,B,B2,10+ years,MORTGAGE,104157.0,Not Verified,Apr-2018,Current,debt_consolidation,NJ,24.88,760,764,2667.23,2257.45,0.0
1003643,35000,35000, 36 months,13.83%,1193.33,C,C5,7 years,OWN,92534.0,Verified,Apr-2018,Fully Paid,vacation,FL,28.9,690,694,41592.36,35000.0,0.0
1003644,25000,25000, 36 months,18.9%,915.14,D,D4,2 years,OWN,137406.0,Source Verified,Oct-2017,Charged Off,house,IL,28.16,740,744,13687.69,10950.15,1677.96
1003645,8000,8000, 36 months,5.0%,239.77,A,A5,5 years,RENT,89207.0,Not Verified,Jul-2016,Current,house,GA,11.33,705,709,3565.58,3304.63,0.0
1003646,5000,5000, 36 months,16.38%,176.72,C,C3,3 years,OWN,47866.0,Source Verified,Jun-2016,Fully Paid,small_business,PA,18.76,760,764,6313.02,5000.0,0.0
1003647,8000,8000, 36 months,14.31%,274.63,C,C3,< 1 year,RENT,77777.0,Verified,Oct-2016,Fully Paid,debt_consolidation,FL,31.67,740,744,9545.29,8000.0,0.0
1003648,5000,5000, 36 months,16.7%,177.52,C,C1,5 years,OWN,81585.0,Source Verified,Sep-2018,Fully Paid,small_business,AZ,9.37,740,744,6312.48,5000.0,0.0
1003649,30000,30000, 60 months,13.06%,683.51,B,B5,2 years,MORTGAGE,101318.0,Verified,Nov-2018,Charged Off,house,FL,24.46,720,724,10371.05,8296.84,2637.74
1003650,35000,35000, 60 months,11.82%,775.38,B,B4,1 year,MORTGAGE,66890.0,Source Verified,Sep-2017,Default,medical,FL,19.39,760,764,13356.04,10684.83,3281.0
1003651,8000,8000, 36 months,30.23%,340.62,G,G3,< 1 year,RENT,103296.0,Verified,Aug-2016,Current,major_purchase,NY,6.53,760,764,3575.28,2332.53,0.0
1003652,8000,8000, 36 months,16.79%,284.39,C,C2,2 years,RENT,145778.0,Source Verified,Feb-2018,Fully Paid,home_improvement,GA,19.52,740,744,10108.98,8000.0,0.0
1003653,10000,10000, 36 months,28.0%,413.64,F,F1,10+ years,RENT,67665.0,Source Verified,May-2017,Fully Paid,vacation,TX,2.1,740,744,14732.32,10000.0,0.0
1003654,25000,25000, 36 months,15.67%,874.86,C,C2,3 years,MORTGAGE,144531.0,Verified,Sep-2017,In Grace Period,major_purchase,CO,9.95,690,694,12713.44,10091.65,0.0
1003655,12000,12000, 60 months,12.97%,272.85,B,B1,5 years,RENT,90188.0,Not Verified,Feb-2016,Charged Off,major_purchase,MI,25.0,705,709,6657.11,5325.69,1102.08
1003656,10000,10000, 60 months,13.27%,228.92,C,C4,< 1 year,OWN,23172.0,Not Verified,Aug-2017,Default,vacation,MI,21.89,690,694,1146.28,917.03,346.34
1003657,15000,15000, 36 months,24.19%,589.99,E,E1,2 years,MORTGAGE,51932.0,Not Verified,Oct-2017,Fully Paid,debt_consolidation,CA,26.68,720,724,20553.7,15000.0,0.0
1003658,35000,35000, 36 months,10.29%,1134.12,B,B2,1 year,RENT,70859.0,Not Verified,Dec-2017,Default,other,MI,33.5,740,744,13453.33,10762.66,3101.31
1003659,20000,20000, 60 months,30.62%,654.71,G,G2,7 years,MORTGAGE,45861.0,Verified,Sep-2016,Current,small_business,WA,22.56,740,744,10342.06,5265.47,0.0
1003660,20000,20000, 60 months,13.64%,461.64,B,B1,3 years,OWN,54118.0,Verified,Nov-2018,Current,vacation,CO,21.77,760,764,11382.92,8219.19,0.0
1003661,20000,20000, 60 months,16.4%,490.62,D,D2,1 year,OWN,57949.0,Verified,Mar-2017,Current,moving,PA,5.59,660,664,11369.13,7724.33,0.0
1003662,5000,5000, 36 months,26.32%,202.31,F,F2,10+ years,OWN,110283.0,Verified,Jun-2018,Current,vacation,NY,8.65,690,694,1865.95,1281.01,0.0
1003663,15000,15000, 60 months,11.03%,326.36,B,B2,3 years,RENT,68568.0,Not Verified,Jun-2018,Default,house,WA,18.9,690,694,8469.07,6775.25,341.21
1003664,30000,30000, 36 months,13.89%,1023.73,C,C1,1 year,OWN,91729.0,Verified,Dec-2016,Current,car,OH,32.4,740,744,5151.96,4193.78,0.0
1003665,30000,30000, 36 months,10.2%,970.84,B,B4,< 1 year,MORTGAGE,60739.0,Source Verified,Jul-2018,Fully Paid,car,CA,3.56,705,709,33253.45,30000.0,0.0
1003666,10000,10000, 60 months,17.35%,250.41,D,D5,3 years,MORTGAGE,53557.0,Source Verified,Feb-2018,Charged Off,small_business,CO,2.76,740,744,1922.24,1537.79,8.34
1003667,10000,10000, 36 months,18.68%,364.94,D,D4,< 1 year,MORTGAGE,62843.0,Not Verified,Apr-2017,Current,car,TX,17.17,720,724,3720.17,2831.64,0.0
1003668,5000,5000, 60 months,15.04%,119.05,C,C3,2 years,RENT,22839.0,Source Verified,Jun-2017,Current,house,VA,24.75,690,694,3155.28,2208.65,0.0
1003669,30000,30000, 36 months,13.47%,1017.62,B,B2,1 year,MORTGAGE,80000.0,Source Verified,Sep-2017,Current,credit_card,CO,30.13,690,694,4211.79,3449.05,0.0
1003670,10000,10000, 36 months,8.37%,315.07,B,B3,< 1 year,OWN,65717.0,Source Verified,Jul-2016,Late (31-120 days),vacation,NC,10.68,660,664,2402.64,2118.26,0.0
1003671,8000,8000, 60 months,10.68%,172.67,B,B2,< 1 year,MORTGAGE,74174.0,Not Verified,Nov-2017,Fully Paid,debt_consolidation,GA,32.05,705,709,10214.85,8000.0,0.0
1003672,35000,35000, 60 months,7.86%,707.33,A,A2,2 years,RENT,140376.0,Source Verified,Oct-2016,Default,home_improvement,CO,7.45,780,784,8954.69,7163.75,733.88
1003673,10000,10000, 60 months,23.04%,282.13,E,E4,3 years,OWN,129976.0,Verified,Mar-2016,Current,major_purchase,FL,27.84,740,744,7252.35,4284.29,0.0
1003674,5000,5000, 60 months,6.95%,98.89,A,A1,3 years,MORTGAGE,104321.0,Source Verified,Oct-2018,Fully Paid,other,MA,7.25,705,709,5786.72,5000.0,0.0
1003675,20000,20000, 36 months,20.9%,752.47,D,D3,1 year,RENT,42053.0,Source Verified,Aug-2016,Late (31-120 days),car,CO,21.16,690,694,7487.93,5528.41,0.0
1003676,8000,8000, 36 months,12.5%,267.63,B,B4,3 years,RENT,72408.0,Verified,Aug-2017,Fully Paid,debt_consolidation,AZ,2.02,780,784,9592.7,8000.0,0.0
1003677,5000,5000, 36 months,5.57%,151.14,A,A2,5 years,OWN,123115.0,Verified,Oct-2017,Current,debt_consolidation,OH,25.96,780,784,1946.8,1789.0,0.0
1003678,10000,10000, 36 months,22.73%,385.69,E,E5,3 years,OWN,78415.0,Source Verified,Feb-2016,Charged Off,medical,WA,30.3,760,764,4969.46,3975.57,939.53
1003679,12000,12000, 36 months,21.56%,455.56,D,D1,2 years,MORTGAGE,90980.0,Verified,Sep-2018,Fully Paid,medical,CA,30.57,740,744,15904.24,12000.0,0.0
1003680,10000,10000, 36 months,14.9%,346.16,C,C4,10+ years,RENT,99833.0,Source Verified,May-2017,Fully Paid,other,MI,28.83,705,709,11872.38,10000.0,0.0
1003681,12000,12000, 36 months,16.19%,423.01,C,C2,n/a,RENT,88644.0,Verified,Jul-2017,Current,other,NJ,8.6,675,679,5870.28,4625.8,0.0
1003682,5000,5000, 36 months,27.72%,206.06,G,G3,5 years,RENT,44630.0,Not Verified,Aug-2018,Current,major_purchase,NC,27.83,660,664,866.63,584.12,0.0
1003683,25000,25000, 36 months,11.73%,827.14,B,B1,< 1 year,RENT,117124.0,Source Verified,May-2016,Fully Paid,small_business,CA,9.65,760,764,29196.56,25000.0,0.0
1003684,35000,35000, 36 months,5.56%,1057.8,A,A3,7 years,MORTGAGE,110333.0,Source Verified,Apr-2017,Fully Paid,vacation,NC,30.98,760,764,37878.05,35000.0,0.0
1003685,10000,10000, 36 months,6.93%,308.45,A,A4,3 years,OWN,47968.0,Source Verified,Sep-2016,Current,small_business,MA,24.55,720,724,4468.4,4024.06,0.0
1003686,25000,25000, 60 months,6.3%,486.82,A,A1,n/a,OWN,66192.0,Not Verified,May-2016,Fully Paid,vacation,MI,23.06,705,709,29130.8,25000.0,0.0
1003687,20000,20000, 60 months,11.71%,441.96,B,B4,n/a,MORTGAGE,118644.0,Not Verified,Feb-2017,Current,credit_card,NJ,26.33,660,664,7081.67,5341.11,0.0
1003688,35000,35000, 36 months,18.87%,1280.66,D,D5,n/a,OWN,67364.0,Not Verified,Mar-2017,Charged Off,home_improvement,NY,12.26,780,784,11506.26,9205.01,1062.45
1003689,15000,15000, 36 months,11.41%,494.0,B,B4,1 year,OWN,15000.0,Source Verified,Dec-2017,Fully Paid,car,VA,15.59,675,679,17298.04,15000.0,0.0
1003690,20000,20000, 36 months,17.82%,721.24,D,D4,3 years,MORTGAGE,97677.0,Verified,Jun-2018,Current,moving,CA,16.03,705,709,11445.83,8816.48,0.0
1003691,5000,5000, 60 months,15.39%,119.98,C,C5,3 years,OWN,64271.0,Not Verified,Mar-2016,Current,credit_card,WA,19.99,780,784,2271.36,1577.6,0.0
1003692,25000,25000, 60 months,24.33%,724.0,E,E3,7 years,RENT,103585.0,Not Verified,Jul-2016,Charged Off,small_business,NJ,28.51,760,764,10331.26,8265.01,2164.29
1003693,12000,12000, 60 months,7.11%,238.24,A,A3,2 years,MORTGAGE,90185.0,Verified,Apr-2017,Charged Off,other,VA,13.12,690,694,4057.36,3245.89,357.01
1003694,12000,12000, 36 months,10.2%,388.33,B,B4,n/a,RENT,103987.0,Verified,Mar-2018,Charged Off,debt_consolidation,MA,18.23,760,764,6683.21,5346.57,1142.77
1003695,30000,30000, 60 months,29.62%,963.61,G,G1,5 years,RENT,77310.0,Verified,Dec-2018,Fully Paid,other,WA,34.19,760,764,56025.78,30000.0,0.0
1003696,5000,5000, 60 months,13.5%,115.05,B,B3,5 years,MORTGAGE,104180.0,Verified,Sep-2017,Current,vacation,CO,30.39,780,784,791.48,573.28,0.0
1003697,20000,20000, 36 months,15.3%,696.25,C,C5,1 year,RENT,15000.0,Not Verified,Sep-2016,Current,debt_consolidation,MA,9.08,740,744,4700.54,3750.68,0.0
1003698,35000,35000, 60 months,18.71%,902.34,D,D1,n/a,RENT,47566.0,Verified,Aug-2017,Fully Paid,home_improvement,NC,6.32,675,679,52897.13,35000.0,0.0
1003699,35000,35000, 60 months,10.14%,746.06,B,B4,< 1 year,MORTGAGE,73843.0,Verified,Nov-2018,Current,debt_consolidation,NC,34.75,690,694,21449.72,16771.22,0.0
1003700,12000,12000, 60 months,14.03%,279.41,C,C4,5 years,MORTGAGE,52608.0,Verified,Mar-2018,Fully Paid,small_business,NJ,20.78,660,664,16075.93,12000.0,0.0
1003701,12000,12000, 60 months,18.88%,310.49,D,D3,10+ years,MORTGAGE,67651.0,Verified,May-2017,Fully Paid,credit_card,CA,11.93,705,709,18357.76,12000.0,0.0
1003702,30000,30000, 60 months,31.59%,1000.1,G,G5,3 years,RENT,20626.0,Verified,Jan-2016,Charged Off,car,MA,33.91,760,764,4090.4,3272.32,309.37
1003703,15000,15000, 60 months,19.98%,397.24,D,D3,n/a,RENT,44815.0,Verified,Feb-2016,Fully Paid,medical,AZ,14.66,780,784,23000.78,15000.0,0.0
1003704,25000,25000, 60 months,19.38%,653.75,D,D5,< 1 year,RENT,110035.0,Not Verified,May-2017,Current,debt_consolidation,GA,30.39,705,709,7528.28,4798.14,0.0
1003705,10000,10000, 36 months,20.73%,375.37,D,D2,2 years,MORTGAGE,183793.0,Source Verified,May-2018,Current,house,IL,28.03,720,724,3916.65,2898.36,0.0
1003706,20000,20000, 60 months,9.8%,422.98,B,B1,1 year,OWN,24424.0,Verified,Aug-2016,Current,debt_consolidation,TX,30.73,780,784,5765.72,4543.73,0.0
1003707,35000,35000, 36 months,15.58%,1223.25,C,C3,5 years,MORTGAGE,70244.0,Not Verified,Jun-2016,Fully Paid,small_business,WA,16.86,740,744,43829.79,35000.0,0.0
1003708,35000,35000, 36 months,5.95%,1063.98,A,A1,n/a,RENT,85503.0,Verified,Jun-2016,Charged Off,major_purchase,GA,3.98,690,694,20382.06,16305.65,1738.31
1003709,20000,20000, 60 months,9.81%,423.07,B,B4,7 years,MORTGAGE,76907.0,Not Verified,Oct-2016,Fully Paid,vacation,NC,4.4,675,679,25278.14,20000.0,0.0
1003710,25000,25000, 36 months,7.97%,783.06,A,A3,1 year,OWN,30800.0,Not Verified,Sep-2017,Fully Paid,home_improvement,PA,24.46,780,784,27520.99,25000.0,0.0
1003711,35000,35000, 60 months,10.23%,747.61,A,A3,1 year,OWN,84873.0,Verified,May-2016,Fully Paid,other,NJ,13.15,675,679,43360.95,35000.0,0.0
1003712,12000,12000, 60 months,7.9%,242.74,A,A1,3 years,RENT,28411.0,Verified,Feb-2018,Fully Paid,car,NJ,2.24,760,764,14018.81,12000.0,0.0
1003713,25000,25000, 60 months,7.46%,500.47,A,A3,n/a,OWN,107205.0,Verified,Apr-2018,Fully Paid,car,PA,33.87,780,784,28819.81,25000.0,0.0
1003714,12000,12000, 60 months,15.26%,287.12,C,C2,1 year,MORTGAGE,116369.0,Verified,Aug-2016,Current,other,VA,8.24,705,709,7048.17,4909.56,0.0
1003715,30000,30000, 60 months,16.97%,745.09,D,D5,10+ years,OWN,68840.0,Verified,Oct-2016,Fully Paid,moving,GA,28.75,720,724,43064.95,30000.0,0.0
1003716,5000,5000, 60 months,21.95%,137.95,E,E3,2 years,MORTGAGE,105654.0,Not Verified,Sep-2017,Fully Paid,home_improvement,WA,27.82,740,744,8217.2,5000.0,0.0
1003717,8000,8000, 60 months,7.49%,160.27,A,A1,< 1 year,RENT,46695.0,Verified,Aug-2017,Current,home_improvement,PA,25.57,660,664,1094.37,910.44,0.0
1003718,20000,20000, 36 months,12.42%,668.31,B,B3,< 1 year,OWN,91119.0,Verified,Sep-2018,Current,other,VA,21.67,720,724,10833.56,9005.77,0.0
1003719,25000,25000, 36 months,22.64%,963.06,E,E2,7 years,RENT,115706.0,Source Verified,Aug-2018,Fully Paid,other,TX,4.01,720,724,34220.21,25000.0,0.0
1003720,20000,20000, 36 months,14.22%,685.69,C,C4,2 years,MORTGAGE,117565.0,Verified,Jul-2017,Fully Paid,medical,MI,2.47,675,679,23738.49,20000.0,0.0
1003721,12000,12000, 60 months,14.93%,285.04,C,C4,10+ years,MORTGAGE,88509.0,Not Verified,Jun-2017,Fully Paid,major_purchase,NY,27.83,760,764,16296.01,12000.0,0.0
1003722,10000,10000, 36 months,10.88%,326.82,B,B3,10+ years,OWN,15000.0,Not Verified,Jan-2016,Fully Paid,moving,NJ,34.95,705,709,11525.29,10000.0,0.0
1003723,5000,5000, 60 months,11.36%,109.61,B,B5,7 years,MORTGAGE,149720.0,Verified,Jun-2018,Fully Paid,vacation,MA,27.28,780,784,6571.95,5000.0,0.0
1003724,10000,10000, 60 months,17.81%,252.9,C,C5,10+ years,RENT,52414.0,Not Verified,Jul-2017,Default,credit_card,NJ,22.75,720,724,1557.56,1246.05,741.65
1003725,25000,25000, 36 months,7.52%,777.89,A,A3,5 years,MORTGAGE,34965.0,Not Verified,Dec-2017,Charged Off,major_purchase,CO,11.07,690,694,7564.69,6051.75,495.88
1003726,12000,12000, 36 months,6.57%,368.17,A,A4,2 years,OWN,78192.0,Not Verified,Mar-2017,Charged Off,medical,MA,16.82,720,724,2646.61,2117.29,380.58
1003727,12000,12000, 36 months,6.65%,368.61,A,A5,7 years,OWN,64269.0,Verified,Sep-2016,Fully Paid,vacation,NC,20.31,780,784,12797.11,12000.0,0.0
1003728,10000,10000, 36 months,8.86%,317.35,B,B4,< 1 year,OWN,109787.0,Verified,Dec-2017,Fully Paid,other,NC,17.94,705,709,11176.62,10000.0,0.0
1003729,25000,25000, 60 months,10.69%,539.7,B,B5,n/a,OWN,114343.0,Not Verified,Oct-2016,Late (31-120 days),car,NJ,4.24,780,784,10516.95,8119.44,0.0
1003730,20000,20000, 60 months,17.56%,503.09,D,D2,5 years,OWN,65820.0,Source Verified,Aug-2018,Fully Paid,medical,VA,8.27,780,784,29001.38,20000.0,0.0
1003731,15000,15000, 60 months,27.61%,463.51,F,F3,n/a,OWN,124243.0,Not Verified,Nov-2017,Current,credit_card,IL,12.72,760,764,6541.57,3528.28,0.0
1003732,20000,20000, 36 months,11.21%,656.77,B,B2,2 years,MORTGAGE,95829.0,Not Verified,Jul-2017,Charged Off,credit_card,OH,22.97,780,784,4440.18,3552.14,1420.81
1003733,20000,20000, 60 months,5.0%,377.42,A,A2,3 years,OWN,24645.0,Verified,Nov-2016,Default,small_business,NJ,25.32,760,764,2019.89,1615.91,101.13
1003734,10000,10000, 60 months,15.45%,240.27,C,C1,< 1 year,OWN,64058.0,Source Verified,Jun-2017,Fully Paid,debt_consolidation,GA,34.28,690,694,14220.99,10000.0,0.0
1003735,10000,10000, 60 months,20.04%,265.16,D,D4,1 year,RENT,83295.0,Not Verified,Jul-2016,Current,small_business,OH,25.34,675,679,6801.79,4275.28,0.0
1003736,8000,8000, 36 months,16.46%,283.08,C,C1,2 years,OWN,45032.0,Not Verified,Sep-2016,Fully Paid,house,IL,16.73,690,694,9815.78,8000.0,0.0
1003737,25000,25000, 60 months,5.0%,471.78,A,A3,2 years,MORTGAGE,74873.0,Source Verified,Nov-2016,Charged Off,vacation,MI,2.12,740,744,6430.24,5144.19,1073.09
1003738,35000,35000, 36 months,19.41%,1290.23,D,D2,5 years,RENT,123011.0,Verified,Sep-2017,Charged Off,other,MA,24.29,690,694,19399.05,15519.24,1771.53
1003739,20000,20000, 60 months,5.65%,383.41,A,A2,10+ years,OWN,113969.0,Not Verified,Feb-2017,Charged Off,home_improvement,TX,31.28,675,679,3131.46,2505.16,881.49
1003740,35000,35000, 36 months,25.39%,1398.82,E,E3,10+ years,RENT,50562.0,Source Verified,Sep-2016,Fully Paid,vacation,IL,32.91,705,709,48620.73,35000.0,0.0
1003741,25000,25000, 60 months,6.52%,489.39,A,A2,10+ years,OWN,93761.0,Not Verified,Oct-2018,Late (31-120 days),small_business,VA,12.28,740,744,4443.43,3783.14,0.0
1003742,35000,35000, 36 months,11.31%,1151.0,B,B4,n/a,RENT,21953.0,Verified,Nov-2017,Fully Paid,debt_consolidation,WA,22.22,675,679,39711.28,35000.0,0.0
1003743,8000,8000, 36 months,8.45%,252.35,A,A5,3 years,RENT,84423.0,Not Verified,Jun-2018,Fully Paid,house,WA,31.25,720,724,8704.0,8000.0,0.0
1003744,10000,10000, 36 months,5.67%,302.73,A,A5,n/a,RENT,53748.0,Verified,Jun-2018,Current,home_improvement,MI,17.69,675,679,1382.3,1268.37,0.0
1003745,30000,30000, 36 months,28.7%,1252.28,G,G3,7 years,RENT,60908.0,Verified,Oct-2018,Current,other,MA,32.64,675,679,16040.79,10674.39,0.0
1003746,10000,10000, 36 months,20.69%,375.16,D,D3,< 1 year,RENT,82565.0,Not Verified,Mar-2018,Charged Off,debt_consolidation,MI,2.17,720,724,2399.68,1919.74,668.78
1003747,20000,20000, 60 months,8.27%,408.12,A,A1,1 year,OWN,34826.0,Not Verified,Nov-2016,Fully Paid,medical,WA,23.01,720,724,24106.09,20000.0,0.0
1003748,30000,30000, 60 months,8.33%,613.04,A,A5,2 years,RENT,98810.0,Verified,Mar-2016,Charged Off,credit_card,VA,13.69,705,709,7956.64,6365.31,2510.15
1003749,8000,8000, 60 months,22.83%,224.74,E,E5,n/a,MORTGAGE,121643.0,Source Verified,Aug-2016,Late (31-120 days),house,CA,10.53,720,724,2019.32,1198.02,0.0
1003750,15000,15000, 36 months,5.18%,450.78,A,A2,< 1 year,MORTGAGE,140069.0,Verified,Dec-2018,Current,house,NC,17.05,780,784,3588.55,3316.98,0.0
1003751,15000,15000, 60 months,26.42%,452.84,F,F4,1 year,RENT,72519.0,Verified,Jun-2017,Fully Paid,debt_consolidation,MA,20.89,690,694,26134.22,15000.0,0.0
1003752,12000,12000, 60 months,15.17%,286.55,C,C5,n/a,MORTGAGE,58847.0,Source Verified,Nov-2017,Charged Off,other,VA,9.23,690,694,5615.45,4492.36,739.92
1003753,15000,15000, 60 months,27.42%,461.8,F,F1,5 years,MORTGAGE,77588.0,Verified,Jul-2016,Charged Off,medical,MA,33.5,780,784,5966.08,4772.87,959.54
1003754,10000,10000, 60 months,7.97%,202.62,A,A2,10+ years,RENT,74250.0,Source Verified,Jul-2017,Fully Paid,home_improvement,CO,5.99,690,694,12036.2,10000.0,0.0
1003755,15000,15000, 36 months,25.44%,599.89,F,F1,< 1 year,MORTGAGE,72129.0,Verified,Sep-2016,Fully Paid,other,GA,14.27,675,679,21209.02,15000.0,0.0
1003756,30000,30000, 36 months,19.78%,1111.55,D,D3,10+ years,RENT,92511.0,Verified,May-2017,Current,vacation,AZ,8.94,760,764,15826.05,11864.85,0.0
1003757,35000,35000, 60 months,11.3%,766.23,B,B2,5 years,RENT,81947.0,Source Verified,Jan-2017,Charged Off,small_business,MA,25.12,705,709,5616.96,4493.57,888.6
1003758,15000,15000, 60 months,11.72%,331.55,B,B1,10+ years,OWN,97723.0,Not Verified,Dec-2018,Charged Off,car,VA,16.01,760,764,5769.98,4615.99,1287.39
1003759,12000,12000, 36 months,10.62%,390.71,B,B5,< 1 year,MORTGAGE,109236.0,Not Verified,Jun-2016,Late (31-120 days),small_business,MA,2.38,690,694,5791.75,4941.22,0.0
1003760,12000,12000, 60 months,14.17%,280.28,C,C4,n/a,OWN,65996.0,Verified,Sep-2018,Late (31-120 days),other,MA,2.34,660,664,5906.54,4214.74,0.0
1003761,30000,30000, 36 months,15.54%,1047.91,C,C3,1 year,RENT,94689.0,Source Verified,Apr-2016,Charged Off,house,PA,29.95,690,694,4456.99,3565.59,518.54
1003762,5000,5000, 60 months,21.81%,137.55,E,E1,2 years,MORTGAGE,78547.0,Verified,Nov-2017,Current,vacation,CA,13.51,690,694,1090.05,660.4,0.0
1003763,30000,30000, 60 months,11.37%,657.82,B,B1,10+ years,MORTGAGE,110253.0,Verified,Jan-2017,Fully Paid,moving,MA,6.45,780,784,38441.33,30000.0,0.0
1003764,5000,5000, 36 months,11.74%,165.45,B,B5,< 1 year,RENT,62999.0,Not Verified,Sep-2016,In Grace Period,home_improvement,MI,7.94,780,784,2617.41,2197.22,0.0
1003765,8000,8000, 60 months,28.65%,252.23,F,F3,10+ years,MORTGAGE,37640.0,Verified,Dec-2017,Fully Paid,credit_card,NJ,19.88,675,679,14556.92,8000.0,0.0
1003766,10000,10000, 36 months,20.49%,374.14,E,E1,n/a,OWN,41911.0,Not Verified,Oct-2017,Charged Off,house,WA,7.1,720,724,1345.15,1076.12,703.39
1003767,20000,20000, 60 months,19.55%,524.88,D,D1,2 years,MORTGAGE,110000.0,Source Verified,Aug-2017,Fully Paid,small_business,CA,33.92,660,664,30527.18,20000.0,0.0
1003768,25000,25000, 36 months,7.14%,773.53,A,A5,n/a,OWN,42232.0,Verified,Oct-2017,Current,small_business,NY,11.44,660,664,4947.18,4441.38,0.0
1003769,15000,15000, 36 months,19.05%,550.22,D,D2,1 year,RENT,25308.0,Not Verified,Jun-2017,Fully Paid,small_business,VA,7.63,760,764,19732.98,15000.0,0.0
1003770,15000,15000, 60 months,19.73%,395.16,D,D2,5 years,OWN,61157.0,Not Verified,Nov-2018,Fully Paid,house,MA,34.29,760,764,23215.05,15000.0,0.0
1003771,10000,10000, 36 months,24.05%,392.59,E,E4,10+ years,RENT,147075.0,Verified,Mar-2016,Current,vacation,GA,32.94,690,694,5087.86,3599.92,0.0
1003772,30000,30000, 60 months,27.1%,917.85,F,F1,n/a,RENT,39940.0,Verified,Apr-2017,Current,medical,TX,32.81,690,694,22232.47,12111.17,0.0
1003773,12000,12000, 60 months,20.67%,322.42,D,D4,3 years,MORTGAGE,117459.0,Not Verified,Jul-2017,Default,vacation,TX,34.25,720,724,2812.55,2250.04,1195.83
1003774,8000,8000, 36 months,18.39%,290.79,D,D4,10+ years,RENT,145332.0,Verified,Jun-2018,Charged Off,car,MI,25.66,780,784,4199.98,3359.98,507.89
1003775,20000,20000, 36 months,17.44%,717.44,D,D3,7 years,OWN,144988.0,Source Verified,May-2017,Current,small_business,FL,30.02,740,744,6632.73,5136.11,0.0
1003776,10000,10000, 60 months,15.94%,242.86,C,C3,2 years,MORTGAGE,121721.0,Not Verified,Jun-2017,Fully Paid,car,OH,31.78,675,679,14389.55,10000.0,0.0
